INST_CODE, INST_CODE,PLACE,DIST,COED,TYPE,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,TUITION_FEE 2016,AFFILIATED,YEAR,EWS_BOYS,EWS_GIRLS,
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,MEDCHAL,MDL,COED,PVT,INF,INFORMATION TECHNOLOGY,52407,56560,122633,122633,97077,97077,52407,56560,92953,98010,149603,164537,148124,156955,167362,167362,70000,JNTUH,2024,64074,65429,
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,MEDCHAL,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,87370,87370,163838,163838,157552,157552,87370,125804,127893,127893,156358,156358,170506,179405,169231,174709,70000,JNTUH,2024,125862,125862,
MREW,MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,MAISAMMAGUDA,MDL,GIRLS,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,48263,NA,121396,NA,77965,NA,71578,NA,71468,NA,138361,NA,161669,NA,176192,70000,JNTUH,2024,NA,58103,
MREW,MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,MAISAMMAGUDA,MDL,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,45072,NA,112925,NA,77881,NA,69824,NA,68443,NA,140136,NA,136146,NA,172028,70000,JNTUH,2024,NA,57730,
MREW,MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,MAISAMMAGUDA,MDL,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,36131,NA,116280,NA,77954,NA,36131,NA,71054,NA,144848,NA,160868,NA,173919,70000,JNTUH,2024,NA,56860,
MREW,MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,MAISAMMAGUDA,MDL,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,61318,NA,160200,NA,99932,NA,85661,NA,94922,NA,163189,NA,170843,NA,179081,70000,JNTUH,2024,NA,76190,
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,32345,32345,89463,89463,55375,65291,141768,141768,51733,56809,84148,104340,104899,116208,132073,176019,100000,JNTUH,2024,39039,40064,
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),37826,37826,90722,96657,61210,64851,53351,90343,54613,56677,101007,128470,123171,126818,148108,179712,100000,JNTUH,2024,42733,43728,
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55424,55424,129877,144392,84234,90753,55424,131343,81999,81999,141570,156320,151696,151696,168355,180313,100000,JNTUH,2024,61114,65696,
MRTN,ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),DHULAPALLY,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,89827,93765,151956,151956,122076,146605,89827,93765,110001,110001,89827,93765,166207,172433,171125,173537,100000,JNTUH,2024,89827,102869,
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,BIO,BIO-TECHNOLOGY,176347,176347,176347,176347,176347,176347,176347,176347,176347,176347,176347,176347,176347,176347,176347,176347,80000,JNTUH,2024,176347,176347,
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),96806,96806,178610,178610,179509,179509,96806,96806,178644,178644,96806,165779,180416,180416,174079,174079,80000,JNTUH,2024,155054,155054,
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,80452,95690,173137,173137,180323,180323,80452,151245,164207,164207,162888,162888,174567,175244,179910,179910,80000,JNTUH,2024,80452,95690,
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,99381,101595,170658,178383,99381,175466,99381,101595,176269,176269,99381,135018,155985,155985,174559,174559,80000,JNTUH,2024,99381,101595,
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),99148,102685,153035,153035,167134,167134,99148,102685,179567,179567,153078,153078,178957,178957,179627,179627,80000,JNTUH,2024,99148,102685,
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,82337,82337,176260,176260,176093,176093,176412,176412,178082,180253,82337,117584,180143,180143,146145,146782,80000,JNTUH,2024,82337,82337,
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,90074,90074,123649,123649,179918,179918,90074,90074,109928,109928,90074,90074,167068,177277,177704,177704,80000,JNTUH,2024,90074,90074,
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CIC,CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),15348,15348,34281,38223,25865,28009,15348,15348,22667,22667,50914,50914,58643,61935,63415,63415,130000,OU,2024,16839,16839,
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CIV,CIVIL ENGINEERING,69593,69593,133919,133919,109856,110993,84431,84431,77142,109843,140297,140297,136839,166492,117276,176245,130000,OU,2024,69593,86795,
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),13454,13454,32441,32441,20247,20247,13454,13454,19345,22139,13454,48764,51105,51105,47531,53315,130000,OU,2024,13541,13541,
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,11888,12373,32198,32198,18513,18990,49107,49107,19076,19076,28394,33649,48276,48980,45850,54017,130000,OU,2024,12747,13293,
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,14542,14542,46179,46179,24402,24402,105456,105456,23426,23673,14542,37443,58949,59492,64300,81058,130000,OU,2024,15701,15701,
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),8406,11519,33441,33441,19129,19129,8406,11519,19152,19152,30575,30575,45753,50798,48629,48629,130000,OU,2024,13043,13431,
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,19300,19617,56141,56141,34966,34966,67391,67391,28738,29141,58225,58225,71108,73230,68837,92289,130000,OU,2024,20656,20656,
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,26820,26820,97436,97436,60077,68361,26820,26820,50700,66118,145814,145814,106941,151445,96332,121973,130000,OU,2024,35108,37927,
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,15506,16263,51033,51033,27914,27914,90150,90150,25261,25261,52562,57221,68563,70804,73051,80382,130000,OU,2024,17219,17249,
MVSR,M V S R ENGINEERING COLLEGE (AUTONOMOUS),NADERGUL,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,41225,67354,69007,124523,109197,109197,94835,94835,93499,143028,119423,119423,132837,176044,131755,143340,130000,OU,2024,71712,84902,
NGIT,NEIL GOGTE INST OF TECHNOLOGY,KACHIVANI SINGARAM,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,13846,14100,37314,42327,23321,23321,82581,82581,21660,21660,48737,68422,71282,71888,96431,122089,90000,OU,2024,15371,15861,
NGIT,NEIL GOGTE INST OF TECHNOLOGY,KACHIVANI SINGARAM,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),15576,15576,33941,35943,24326,24326,15576,152486,23095,23747,62666,62666,74754,74754,99031,105662,90000,OU,2024,15993,15993,
NGMA,NIGAMA ENGINEERING COLLEGE,KARIMNAGAR,KRM,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,121089,121089,130002,130002,156142,156142,121089,121089,121089,121089,121089,121089,160466,160466,178281,178281,47000,JNTUH,2024,121089,121089,
NGMA,NIGAMA ENGINEERING COLLEGE,KARIMNAGAR,KRM,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),180374,180374,180374,180394,180374,180424,180374,180374,180374,180388,180374,180374,180416,180412,180419,180423,47000,JNTUH,2024,180374,180374,
NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CHOUTUPPAL,YBG,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,138835,138835,175304,175304,176433,176433,138835,138835,163747,163747,138835,163140,174946,176438,174486,176679,45000,JNTUH,2024,147305,152490,
NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CHOUTUPPAL,YBG,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,154831,154831,160050,177703,179529,179529,179980,179980,160458,180388,154831,154831,178923,178923,179334,179779,45000,JNTUH,2024,154831,154831,
NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CHOUTUPPAL,YBG,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,175687,175687,180154,180154,179594,179594,175687,175687,175687,175687,175687,175687,179093,179093,179177,179177,45000,JNTUH,2024,175687,175687,
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CIV,CIVIL ENGINEERING,124050,124050,161807,161807,149476,154318,124050,124050,124050,155613,124050,124050,171243,174717,174310,178069,95000,JNTUH,2024,126729,157356,
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),49888,49888,111526,140075,84274,84274,49888,49888,77478,77478,142216,144496,153842,164933,137576,178079,95000,JNTUH,2024,57989,57989,
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,43371,43371,106965,132363,72217,77847,70758,70758,70744,70744,124316,147674,129115,158682,146640,167861,95000,JNTUH,2024,49262,55862,
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),48354,51740,106274,113311,79448,81570,153918,153918,76231,76231,150813,153219,150466,159030,163144,177561,95000,JNTUH,2024,54159,54159,
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,61837,62797,161763,161763,104206,104206,83260,96253,87940,95391,157365,159028,167420,167420,169185,174932,95000,JNTUH,2024,78764,78764,
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,CIV,CIVIL ENGINEERING,116472,116472,135248,135248,136946,150163,116472,116472,116472,140958,116472,116472,172197,177337,172276,176657,70000,JNTUH,2024,122154,149010,
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),54664,59361,118307,139526,87759,89064,54664,59361,82221,82221,142952,142952,164815,169232,168423,179187,70000,JNTUH,2024,67459,67459,
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,53121,53121,111539,139984,84449,84449,70598,71129,76003,76003,132079,149694,144312,165122,164532,177711,70000,JNTUH,2024,61750,61750,
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),54534,59516,127057,130419,86645,89205,78142,78142,79799,82840,136466,157029,159134,167504,169938,179026,70000,JNTUH,2024,66202,68293,
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,66750,70675,136380,154057,94269,97169,66750,70675,90402,94682,161897,161897,166263,170317,171275,171388,70000,JNTUH,2024,76402,76402,
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,95674,95674,161966,161966,139153,139153,95674,95674,103749,117474,95674,95674,172308,172308,171259,171259,70000,JNTUH,2024,104318,107976,
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,INF,INFORMATION TECHNOLOGY,55219,55219,130997,139965,90960,90960,55219,55219,85918,85918,158610,158610,154100,159688,171244,171914,70000,JNTUH,2024,70316,70973,
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MAISAMMAGUDA,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,95714,95714,157543,157543,139903,145215,95714,95714,125011,136408,95714,95714,174317,175975,95714,177135,70000,JNTUH,2024,147066,147066,
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CIV,CIVIL ENGINEERING,136862,136862,154855,175210,160646,179983,136862,136862,152400,164650,139231,139960,175916,180381,177059,177059,95000,JNTUH,2024,140058,140058,
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,41375,41375,105936,105936,75176,83951,77677,77677,76979,76979,123168,123168,140516,140516,154219,171448,95000,JNTUH,2024,53022,54370,
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),45841,45841,113092,134586,86575,92113,83155,83155,82191,83858,132190,132190,152865,159374,165389,177388,95000,JNTUH,2024,59464,59464,
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,62664,66276,134503,136138,103240,113569,92527,100476,97304,102003,156767,156767,169189,169189,171870,179160,95000,JNTUH,2024,79897,79897,
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,75668,75668,148743,153606,146186,154207,75668,75668,116149,133063,139987,139987,170719,175526,173519,177753,95000,JNTUH,2024,125227,125227,
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,105717,105717,145346,179527,174713,180028,136399,136399,177384,177384,147753,147753,177980,177980,179877,179877,95000,JNTUH,2024,149102,163751,
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,5186,5186,11335,11335,7055,8213,20049,20049,7866,7866,7477,9894,15840,15840,17937,18142,120000,OU,2024,5397,5572,
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,BME,BIO-MEDICAL ENGINEERING,28667,28667,61275,61275,62185,62185,102335,102335,54367,64955,28667,102069,61192,94305,64068,72055,50000,OU,2024,38181,38181,
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,CIV,CIVIL ENGINEERING,18591,18591,34788,34788,28402,34842,18591,38200,26590,29569,26659,26659,32640,38621,31392,31948,50000,OU,2024,29801,29801,
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,CSE,COMPUTER SCIENCE AND ENGINEERING,3761,4818,5778,8765,4822,5077,3761,4818,4008,4893,4216,4818,7709,11132,7828,12223,50000,OU,2024,4401,4830,
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,6989,6989,11289,11289,7959,7959,16095,16095,8351,8351,6989,15284,18121,18121,18242,18242,50000,OU,2024,7162,7162,
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,9442,9442,23490,23490,12874,18131,32012,32012,12037,20261,18531,104109,26009,34357,21021,22587,50000,OU,2024,14267,17064,
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,MEC,MECHANICAL ENGINEERING,17962,19296,32806,40958,22854,33919,17962,19296,26053,30054,32926,116952,35756,45695,40551,50736,50000,OU,2024,20827,39501,
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,MIN,MINING ENGINEERING,45443,45443,124783,133239,66861,104975,45443,154904,61689,97129,83737,83737,110639,110639,74521,99692,100000,OU,2024,96624,96624,
OUCT,O U COLLEGE OF TECH  HYDERABAD,HYDERABAD,HYD,COED,UNIV,CHE,CHEMICAL ENGINEERING,30514,30514,67833,67833,45015,53811,84717,84717,47467,54341,113655,113655,93733,93733,67102,67102,50000,OU,2024,50173,70309,
OUCT,O U COLLEGE OF TECH  HYDERABAD,HYDERABAD,HYD,COED,UNIV,FDT,FOOD TECHNOLOGY,55127,55127,103389,150862,95790,109870,84453,84453,86699,106177,114566,126946,105360,115351,123470,150699,50000,OU,2024,95588,95588,
OUCT,O U COLLEGE OF TECH  HYDERABAD,HYDERABAD,HYD,COED,UNIV,TEX,TEXTILE TECHNOLOGY / TEXTILE ENGINEERING,34328,56609,155485,158331,118876,123540,139105,139105,125808,132893,153508,153508,154770,164994,148122,167037,50000,OU,2024,137574,137574,
PALV,PALLAVI ENGINEERING COLLEGE  (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,CIV,CIVIL ENGINEERING,141904,141904,148206,178004,152903,159859,141904,141904,177324,177324,141904,141904,171878,177349,173547,173547,65000,JNTUH,2024,164161,164161,
PALV,PALLAVI ENGINEERING COLLEGE  (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),81586,81586,147278,155643,106486,106486,81586,81586,103376,115379,158346,158346,165592,166188,167551,170575,65000,JNTUH,2024,81586,84059,
PALV,PALLAVI ENGINEERING COLLEGE  (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),51243,51243,146882,152650,99816,104755,105989,105989,105468,112372,151659,153390,164898,165690,166331,172908,65000,JNTUH,2024,89779,92653,
PALV,PALLAVI ENGINEERING COLLEGE  (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,48403,58267,110427,110427,100145,100145,48403,100316,94593,99221,154032,154032,157620,165988,166886,179291,65000,JNTUH,2024,77188,88118,
PALV,PALLAVI ENGINEERING COLLEGE  (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),63440,63440,116000,156781,99355,99355,63440,63440,75817,97377,63440,139455,166233,166233,166889,169453,65000,JNTUH,2024,84588,84588,
PALV,PALLAVI ENGINEERING COLLEGE  (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,79755,79755,163026,163026,110409,110409,79755,79755,95701,108814,94280,94280,167707,171171,172136,177051,65000,JNTUH,2024,98364,98364,
PALV,PALLAVI ENGINEERING COLLEGE  (AUTONOMOUS),KUNTLOOR,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,106417,106417,158324,158324,130170,130170,106417,106417,134817,139109,129599,129599,171248,175452,179795,179795,65000,JNTUH,2024,112454,112454,
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,CIV,CIVIL ENGINEERING,NA,150648,NA,163443,NA,161367,NA,150648,NA,150648,NA,150648,NA,179423,NA,180336,70000,JNTUH,2024,NA,150648,
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,68207,NA,160308,NA,134825,NA,68207,NA,130068,NA,161264,NA,169904,NA,176868,70000,JNTUH,2024,NA,127110,
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,65464,NA,147525,NA,125466,NA,85053,NA,112963,NA,145791,NA,168066,NA,162298,70000,JNTUH,2024,NA,110312,
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,100922,NA,162334,NA,126524,NA,100922,NA,126454,NA,130124,NA,169022,NA,173424,70000,JNTUH,2024,NA,112284,
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,84872,NA,147352,NA,145223,NA,84872,NA,134424,NA,146219,NA,172384,NA,170761,70000,JNTUH,2024,NA,135212,
PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,KHAMMAM,KHM,GIRLS,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,102349,NA,147826,NA,159144,NA,102349,NA,157094,NA,159839,NA,179511,NA,180376,60000,JNTUH,2024,NA,134112,
PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,KHAMMAM,KHM,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,86639,NA,158876,NA,162933,NA,116600,NA,122611,NA,123695,NA,179048,NA,177989,60000,JNTUH,2024,NA,161903,
PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,KHAMMAM,KHM,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,98700,NA,141388,NA,157444,NA,98700,NA,141795,NA,137779,NA,180225,NA,177201,60000,JNTUH,2024,NA,159672,
PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,KHAMMAM,KHM,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,111371,NA,154840,NA,164606,NA,111371,NA,151366,NA,138152,NA,179134,NA,165006,60000,JNTUH,2024,NA,163239,
RITW,RISHI MS INST OF ENGG AND TECH FOR WOMEN,KUKATPALLY,MDL,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,59437,NA,124857,NA,122453,NA,96153,NA,98683,NA,144310,NA,171508,NA,178477,60000,JNTUH,2024,NA,85023,
RITW,RISHI MS INST OF ENGG AND TECH FOR WOMEN,KUKATPALLY,MDL,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,80164,NA,161570,NA,145547,NA,80164,NA,125286,NA,129642,NA,176089,NA,176610,60000,JNTUH,2024,NA,105720,
RITW,RISHI MS INST OF ENGG AND TECH FOR WOMEN,KUKATPALLY,MDL,GIRLS,PVT,INF,INFORMATION TECHNOLOGY,NA,74584,NA,160285,NA,144334,NA,74584,NA,129436,NA,147386,NA,173680,NA,175011,60000,JNTUH,2024,NA,98706,
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,107942,107942,137518,137518,132415,177697,107942,107942,107942,152196,107942,141498,107942,174420,107942,177540,70000,JNTUH,2024,149073,149073,
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,101903,101903,126131,151395,159168,159168,101903,101903,145739,145739,136836,146586,177930,180290,177040,177040,70000,JNTUH,2024,153506,153506,
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),114100,114100,159100,159100,114100,127946,114100,151486,117497,117497,114100,143828,180083,180083,168739,175189,70000,JNTUH,2024,129492,155556,
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,113945,113945,113945,113945,160056,160056,113945,113945,161770,161770,163313,163313,167570,180343,176655,178829,70000,JNTUH,2024,113945,113945,
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,173207,173207,173207,173207,176750,176750,173207,173207,173207,173207,173207,173207,178508,178508,173207,173207,70000,JNTUH,2024,173207,173207,
SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,KHAMMAM,KHM,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),59966,60244,114403,114403,107668,113009,59966,60244,118415,127140,107149,107149,173401,178101,175354,178502,66700,JNTUH,2024,126284,126284,
